Mon Feb 13 17:17:20 2023    profile.txt

         44404943 function calls (43686407 primitive calls) in 132.573 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     7200    0.012    0.000    0.071    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\dtype_util.py:73(base_dtype)
    21612    0.012    0.000    0.012    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\utils\conv_utils.py:25(convert_data_format)
    44000    0.012    0.000    0.012    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\prefer_static.py:70(<genexpr>)
    41360    0.012    0.000    0.012    0.000 {built-in method builtins.iter}
     2000    0.012    0.000    1.758    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\batch_shape_lib.py:78(inferred_batch_shape_tensor)
     3600    0.012    0.000    0.051    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\name_util.py:38(strip_invalid_chars)
    27744    0.012    0.000    0.030    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1439(as_shape)
     3200    0.012    0.000    0.049    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\training.py:3518(_assert_weights_created)
     2000    0.012    0.000    0.063    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:333(_num_categories)
     7200    0.012    0.000    0.097    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:560(_shape_tuple)
     8000    0.012    0.000    0.019    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1269(_ShapesFullySpecifiedAndEqual)
    14400    0.012    0.000    0.106    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:2138(_ReductionDims)
     7200    0.011    0.000    0.030    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:684(_flatten_to_reference_inputs)
     3200    0.011    0.000    0.172    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:6963(mean)
     4800    0.011    0.000    0.210    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:8173(pack)
     3200    0.011    0.000    0.044    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\backprop_util.py:25(_DTypeFromTensor)
    30820    0.011    0.000    0.041    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:315(is_nested)
      305    0.011    0.000    0.019    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\decorator_utils.py:31(_normalize_docstring)
     6400    0.011    0.000    0.291    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:4759(where_v2)
     2000    0.011    0.000    0.032    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:212(_is_int64)
     1600    0.011    0.000    0.382    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1314(_SubGrad)
    24000    0.011    0.000    0.014    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:673(__instancecheck__)
     7152    0.011    0.000    0.016    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:66(get_annotations)
     5050    0.011    0.000    0.061    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\tf_export.py:269(__init__)
     5600    0.011    0.000    0.452    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\tensor_util.py:123(identity_as_tensor)
     3563    0.011    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
     4000    0.011    0.000    0.075    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\common_shapes.py:87(broadcast_shape)
    14400    0.011    0.000    0.014    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:2156(_has_fully_defined_shape)
     3611    0.011    0.000    0.011    0.000 C:\Users\mailv\miniconda3\lib\_weakrefset.py:37(__init__)
    38000    0.011    0.000    0.020    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\_utils.py:66(numpy_dtype)
     3200    0.011    0.000    0.291    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:2585(reduce_mean)
    87710    0.011    0.000    0.011    0.000 {method 'lstrip' of 'str' objects}
      216    0.011    0.000    0.067    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\artist.py:1409(get_aliases)
     4800    0.011    0.000    0.171    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:15975(zeros_like)
     3600    0.011    0.000    0.522    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:313(logits_parameter)
     2000    0.011    0.000    0.130    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\prefer_static.py:196(broadcast_shape)
        8    0.011    0.001    0.011    0.001 {method 'encode' of 'ImagingEncoder' objects}
     4824    0.011    0.000    0.023    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:5612(control_dependencies)
     2000    0.010    0.000    0.062    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\numpy_math.py:761(<lambda>)
     7427    0.010    0.000    0.011    0.000 {method 'sort' of 'list' objects}
     1600    0.010    0.000    0.319    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:3222(ones_like_impl)
     2000    0.010    0.000    0.079    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\numpy_math.py:838(_apply_reduction)
  3563/17    0.010    0.000    5.701    0.335 <frozen importlib._bootstrap_external>:877(exec_module)
     1600    0.010    0.000    0.044    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:4500(reduced_shape)
     7200    0.010    0.000    0.090    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\tensor_util.py:34(convert_nonref_to_tensor)
    24826    0.010    0.000    0.010    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\deprecation.py:638(deprecated_argument_lookup)
     4800    0.010    0.000    0.028    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1530(_get_dtype_from_nested_lists)
3288/3248    0.010    0.000    0.190    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\deprecation.py:527(new_func)
     2000    0.010    0.000    0.098    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:566(_convert_tensorshape_to_tensor)
     1113    0.010    0.000    0.081    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\dispatch.py:547(add_type_based_api_dispatcher)
     3600    0.010    0.000    0.020    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\dtype_util.py:291(is_integer)
     2000    0.010    0.000    0.010    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\numpy_math.py:165(_astuple)
    16441    0.010    0.000    0.562    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
    11200    0.010    0.000    0.027    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:476(assert_same_structure)
     7779    0.010    0.000    0.010    0.000 {built-in method _thread.allocate_lock}
     6706    0.010    0.000    0.019    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:3227(_flatten_layers)
     3200    0.010    0.000    0.138    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:7119(minimum)
      102    0.010    0.000    0.020    0.000 C:\Users\mailv\miniconda3\lib\enum.py:180(__new__)
     6400    0.010    0.000    0.040    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\composite_tensor_gradient.py:159(get_flat_tensors_for_gradients)
     3200    0.010    0.000    0.479    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1542(_MaximumMinimumGradInputOnly)
     6000    0.010    0.000    1.482    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1535(<listcomp>)
     1600    0.010    0.000    0.144    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1729(_add_dispatch)
     7201    0.010    0.000    0.227    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     4808    0.010    0.000    0.245    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:544(subtract)
     3200    0.010    0.000    0.107    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:5719(less_equal)
     1600    0.010    0.000    0.050    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:860(rank_internal)
    26406    0.010    0.000    0.010    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
     3200    0.009    0.000    0.138    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:8674(real_div)
     2000    0.009    0.000    1.387    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\batch_shape_lib.py:119(get_batch_shape_tensor_part)
      212    0.009    0.000    0.010    0.000 {built-in method io.open}
    14400    0.009    0.000    0.023    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:2161(_may_reduce_to_scalar)
    38731    0.009    0.000    0.009    0.000 C:\Users\mailv\miniconda3\lib\enum.py:678(__new__)
    18800    0.009    0.000    0.013    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:776(dtype)
     2000    0.009    0.000    0.291    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\batch_shape_lib.py:40(inferred_batch_shape)
     2000    0.009    0.000    0.781    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym3\interop.py:322(step_wait)
     2000    0.009    0.000    1.767    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:956(_batch_shape_tensor)
     2000    0.009    0.000    0.654    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:1185(<lambda>)
     4203    0.009    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
     4433    0.009    0.000    0.045    0.000 C:\Users\mailv\miniconda3\lib\re.py:202(sub)
     1157    0.009    0.000    0.013    0.000 C:\Users\mailv\miniconda3\lib\sre_compile.py:292(_optimize_charset)
    25664    0.009    0.000    0.009    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:574(handle)
     2000    0.009    0.000    0.325    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:1063(batch_shape)
     3220    0.009    0.000    0.038    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:1192(dynamic)
 2821/132    0.009    0.000    5.213    0.039 {built-in method builtins.__import__}
    23093    0.009    0.000    0.015    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\tf_decorator.py:107(_has_tf_decorator_attr)
     7218    0.009    0.000    0.009    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\backend.py:359(global_learning_phase_is_set)
     3200    0.009    0.000    0.009    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\context.py:982(_set_device)
     1600    0.009    0.000    0.265    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1436(r_binary_op_wrapper)
  120/104    0.009    0.000    0.038    0.000 {built-in method _imp.exec_dynamic}
     1600    0.009    0.000    0.019    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\context.py:2017(__enter__)
    17207    0.008    0.000    0.008    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2775(__init__)
    24000    0.008    0.000    0.037    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:490(<lambda>)
     3200    0.008    0.000    0.099    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:2255(trainable_variables)
     7200    0.008    0.000    0.010    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:558(<listcomp>)
     7600    0.008    0.000    0.156    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\tensorshape_util.py:285(set_shape)
     3600    0.008    0.000   23.242    0.006 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard\networks.py:35(call)
     3563    0.008    0.000    0.337    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
     6020    0.008    0.000    0.191    0.000 {built-in method _functools.reduce}
     3218    0.008    0.000    0.023    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:6348(get_name_scope)
    23280    0.008    0.000    0.008    0.000 {method 'rpartition' of 'str' objects}
     7270    0.008    0.000    0.016    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\backprop.py:165(_must_record_gradient)
